Ticker,Name,Exchange,Last Trade Date
ANGO,AngioDynamics Inc.,NASDAQ,2015-11-20
ANH,Anworth Mortgage Asset Corp.,NYSE,2015-11-20
ANH.P.A,Anworth Mortgage Asset Corp. 8.625% Ser A Cum Pfd,NYSE,2015-11-20
ANH.P.B,Anworth Mortgage Asset Corp. 6.25% Ser B Cum Conv Pfd,NYSE,2015-11-20
ANH.P.C,Anworth Mortgage Asset Corp. Pfd Ser C 7.625%,NYSE,2015-11-20
ANIK,Anika Therapeutics Inc.,NASDAQ,2015-11-20
ANIP,ANI Pharmaceuticals Inc.,NASDAQ,2015-11-20
ANSS,ANSYS Inc.,NASDAQ,2015-11-20
ANTH,Anthera Pharmaceuticals Inc.,NASDAQ,2015-11-20
ANTM,Anthem Inc,NYSE,2015-11-20
ANTX,Anthem Inc Corp Unit,NYSE,2015-11-20
ANW,Aegean Marine Petroleum Network,NYSE,2015-11-20
ANY,Sphere 3D Corp,NASDAQ,2015-11-20
AOA,iShares Core Aggressive Allocation,NYSE Arca,2015-11-20
AOD,Alpine Total Dynamic Dividend Fnd,NYSE,2015-11-20
AOI,Alliance One International Inc,NYSE,2015-11-20
AOK,iShares Core Conservative Allocation,NYSE Arca,2015-11-20
AOM,iShares Core Moderate Allocation,NYSE Arca,2015-11-20
AON,Aon Plc,NYSE,2015-11-20
AOR,iShares Core Growth Allocation,NYSE Arca,2015-11-20
AOS,Smith (A.O.) Corp,NYSE,2015-11-20
AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,2015-11-20
AP,Ampco-Pittsburgh Corp.,NYSE,2015-11-20
APA,Apache Corporation,NYSE,2015-11-20
APAM,Artisan Partners Asset Management Inc,NYSE,2015-11-20
APB,Asia Pacific Fund Inc.,NYSE,2015-11-20
APC,Anadarko Petroleum Corp,NYSE,2015-11-20
APD,Air Products & Chemicals Inc.,NYSE,2015-11-20
APDN,Applied DNA Sciences Inc,NASDAQ,2015-11-20
APDNW,Applied DNA Sciences Inc Wt Pur Com Exp 11/21/2019,NASDAQ,2015-11-20
APEI,American Public Education Inc.,NASDAQ,2015-11-20
APF,Morgan Stanley Asia-Pacific Fund Inc.,NYSE,2015-11-20
APH,Amphenol Corp.,NYSE,2015-11-20
APHB,AmpliPhi Biosciences Corp,NYSE MKT,2015-11-20
APIC,Apigee Corp,NASDAQ,2015-11-20
APLE,Apple Hospitality REIT Inc,NYSE,2015-11-20
APLP,Archrock Partners LP,NASDAQ,2015-11-20
APO,Apollo Global Management LLC,NYSE,2015-11-20
APOG,Apogee Enterprises Inc.,NASDAQ,2015-11-20
APOL,Apollo Group Inc.,NASDAQ,2015-11-20
APP,American Apparel Inc,NYSE MKT,2015-10-05
APPF,AppFolio Inc,NASDAQ,2015-11-20
APPS,Digital Turbine Inc,NASDAQ,2015-11-20
APPY,Venaxis Inc.,NASDAQ,2015-11-20
APRI,Apricus Biosciences Inc.,NASDAQ,2015-11-20
APT,Alpha Pro Tech Ltd.,NYSE MKT,2015-11-20
APTO,Aptose Biosciences Inc,NASDAQ,2015-11-20
APTS,Preferred Apartment Communities Inc.,NYSE MKT,2015-11-20
APU,Amerigas Partners L.P.,NYSE,2015-11-20
APWC,Asia Pacific Wire & Cable Corporation Ltd.,NASDAQ,2015-11-20
AQMS,Aqua Metals Inc,NASDAQ,2015-11-20
AQXP,Aquinox Pharmaceuticals Inc ,NASDAQ,2015-11-20
AR,Antero Resources Corp,NYSE,2015-11-20
ARAY,Accuray Incorporated,NASDAQ,2015-11-20
ARC,ARC Document Solutions,NYSE,2015-11-20
ARCB,ArcBest Corp,NASDAQ,2015-11-20
ARCC,Ares Capital Corp,NASDAQ,2015-11-20
ARCI,Appliance Recycling Centers of America Inc.,NASDAQ,2015-11-20
ARCO,Arcos Dorados Holdings Inc,NYSE,2015-11-20
ARCW,ARC Group Worldwide Inc,NASDAQ,2015-11-20
ARCX,ARC Logistics Partners LP,NYSE,2015-11-20
ARDC,Ares Dynamic Credit Allocation,NYSE,2015-11-20
ARDM,Aradigm Corp.,NASDAQ,2015-11-20
ARDX,Ardelyx Inc,NASDAQ,2015-11-20
ARE,Alexandria Real Estate Equities Inc.,NYSE,2015-11-20
ARE.P.E,Alexandria Real Estate Equities Inc Pfd.,NYSE,2015-11-20
ARES,Ares Management LP,NYSE,2015-11-20
AREX,Approach Resources Inc.,NASDAQ,2015-11-20
ARG,Airgas Inc.,NYSE,2015-11-20
ARGS,Argos Therapeutics Inc.,NASDAQ,2015-11-20
ARGT,Global X MSCI Argentina ETF,NYSE Arca,2015-11-20
ARH.P.C,Arch Capital Group Ltd 6.75% Pfd Ser C,NYSE,2015-11-20
ARI,Apollo Commercial Real Estate Finance,NYSE,2015-11-20
ARI.P.A,Apollo Commercial Real Estate Finance Inc Pfd.,NYSE,2015-11-20
ARIA,ARIAD Pharmaceuticals Inc.,NASDAQ,2015-11-20
ARII,American Railcar Industries Inc,NASDAQ,2015-11-20
ARIS,ARI Network Services Inc.,NASDAQ,2015-11-20
ARKG,ARK ETF Trust Genomic Revolution Multi Sector ETF,NYSE Arca,2015-11-20
ARKK,ARK ETF Trust Innovation ETF,NYSE Arca,2015-11-20
ARKQ,ARK Industrial Innovation ETF,NYSE Arca,2015-11-20
ARKR,Ark Restaurants Corp.,NASDAQ,2015-11-20
ARKW,ARK Web x.0 ETF,NYSE Arca,2015-11-20
ARL,American Realty Investors Inc.,NYSE,2015-11-20
ARLP,Alliance Resource Partners LP Units LP Int,NASDAQ,2015-11-20
ARMH,Arm Holdings Plc (United Kingdom) ADR (Sponsored),NASDAQ,2015-11-20
ARMK,Aramark,NYSE,2015-11-20
ARNA,Arena Pharmaceuticals Inc.,NASDAQ,2015-11-20
ARO,Aeropostale Inc.,NYSE,2015-11-20
AROC,AROC,NYSE,2015-11-20
AROC.W,Archrock Inc,NYSE,2015-11-03
AROW,Arrow Financial Corp.,NASDAQ,2015-11-20
ARP,Atlas Resource Partners L.P. Com Unit Restg Ltd Partnership Ints,NYSE,2015-11-20
ARP.P.D,Atlas Resource Partners L.P. Cum Red Perp Pfd Unit Cl D 8.625%,NYSE,2015-11-20
ARP.P.E,Atlas Resource Partners L.P. 10.75% Cl E Cum Red Perp Pfd,NYSE,2015-11-20
ARPI,American Residential Properties Inc,NYSE,2015-11-20
ARQL,ArQule Inc.,NASDAQ,2015-11-20
ARR,ARMOUR Residential REIT Inc.,NYSE,2015-11-20
ARR.P.A,ARMOUR Residential REIT Inc. Pfd Ser A 8.25%,NYSE,2015-11-20
ARR.P.B,ARMOUR Residential REIT Inc. Ser B Cum red Pfd,NYSE,2015-11-20
ARRS,Arris Group Inc.,NASDAQ,2015-11-20
ARRY,Array BioPharma Inc.,NASDAQ,2015-11-20
ARTNA,Artesian Resources Corp.,NASDAQ,2015-11-20
ARTW,Arts Way Manufacturing Co Inc,NASDAQ,2015-11-20
ARTX,Arotech Corporation,NASDAQ,2015-11-20
ARU,Ares Capital Corp 5.875% Sr Nt 10/01/2022,NYSE,2015-11-20
ARW,Arrow Electronics Inc.,NYSE,2015-11-20
ARWA,Arowana Inc,NASDAQ,2015-11-20
ARWAR,Arowana Inc Rt,NASDAQ,2015-11-09
ARWAU,Arowana Inc Unit,NASDAQ,2015-11-10
ARWAW,Arowana Inc Wt Exp 4/29/2022,NASDAQ,2015-11-10
ARWR,Arrowhead Research Corp,NASDAQ,2015-11-20
ARY,Ares Capital Corp. 7.75% Sr. Notes 2040,NYSE,2015-09-28
ARY.CL,ARY.CL,NYSE,2015-10-27
ASA,ASA Gold And Precious Metals Ltd,NYSE,2015-11-20
ASB,Associated Banc-Corp,NASDAQ,2015-11-20
ASB.P.B,Associated Banc-Corp Dep Sh Repstg 1/40th Int Sh Perpetual Pfd Stk Ser B,NYSE,2015-11-20
ASB.P.C,Associated Banc-Corp Dep Shs Repstg 1/40th Int 6.125% Non Cum Perp Pfd Ser C,NYSE,2015-11-20
ASB.WS,Associated Banc-Corp Warrant 11/21/2018,NYSE MKT,2015-11-20
ASBB,ASB Bancorp Inc.,NASDAQ,2015-11-20
ASBI,Ameriana Bancorp,NASDAQ,2015-11-20
ASC,Ardmore Shipping Corp,NYSE,2015-11-20
ASCMA,Ascent Capital Group Inc. Series A,NASDAQ,2015-11-20
ASEA,Global X Southeast Asia ETF,NYSE Arca,2015-11-20
ASEI,American Science & Engineering Inc,NASDAQ,2015-11-20
ASFI,Asta Funding Inc.,NASDAQ,2015-11-20
ASG,Liberty All-Star Growth Fund Inc.,NYSE,2015-11-20
ASGN,On Assignment Inc.,NYSE,2015-11-20
ASH,Ashland Inc,NYSE,2015-11-20
ASHR,Deutsche X-trackers Harvest CSI300 CHN A,NYSE Arca,2015-11-20
ASHS,Deutsche X-trackers HrvstCSI500CHN A SC,NYSE Arca,2015-11-20
ASHX,DBX ETF Trust X-Trackers Harvest CSI 300 Hedged China A Shs ETF,NYSE Arca,2015-11-20
ASM,Avino Silver & Gold Mines,NYSE MKT,2015-11-20
ASMB,Assembly Biosciences Inc,NASDAQ,2015-11-20
ASML,ASML Holding NV,NASDAQ,2015-11-20
ASNA,Ascena Retail Group Inc.,NASDAQ,2015-11-20
ASND,Ascendis Pharma A/S ADR (Sponsored),NASDAQ,2015-11-20
ASPN,Aspen Aerogels Inc,NYSE,2015-11-20
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ,2015-11-20
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. ADS Series B,NYSE,2015-11-20
ASRV,AmeriServ Financial Inc.,NASDAQ,2015-11-20
ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecure,NASDAQ,2015-11-20
AST,Asterias Biotherapeutics Inc,NYSE MKT,2015-11-20
ASTC,Astrotech Corporation,NASDAQ,2015-11-20
ASTE,"Astec Industries, Inc.",NASDAQ,2015-11-20
ASTI,Ascent Solar Technologies Inc,NASDAQ,2015-11-20
ASUR,Asure Software Inc,NASDAQ,2015-11-20
ASX,Advanced Semiconductor Engineering Inc. ADS,NYSE,2015-11-20
ASYS,Amtech Systems Inc.,NASDAQ,2015-11-20
AT,Atlantic Power Corp,NYSE,2015-11-20
ATAI,ATA Inc. ADR (Sponsored),NASDAQ,2015-11-20
ATAX,America First Multifamily Investors L.P. Ben Unit CTF,NASDAQ,2015-11-20
ATE,Advantest Corp. ADR (Sponsored) (New),NYSE,2015-11-20
ATEC,Alphatec Holdings Inc.,NASDAQ,2015-11-20
ATEN,A10 Networks Inc ,NYSE,2015-11-20
ATHM,Autohome Inc ADR Repstg Cl A (Sponsored),NYSE,2015-11-20
ATHN,athenahealth Inc.,NASDAQ,2015-11-20
ATHX,Athersys Inc.,NASDAQ,2015-11-20
ATI,Allegheny Technologies Inc.,NYSE,2015-11-20
ATLC,Atlanticus Holdings Corporation,NASDAQ,2015-11-20
ATLO,Ames National Corp.,NASDAQ,2015-11-20
ATLS,Atlas Energy LP,NYSE,2015-11-20
ATML,Atmel Corp.,NASDAQ,2015-11-20
ATMP,Barclays Etn+ Select Mlp Etn,NYSE Arca,2015-11-20
ATNI,Atlantic Tele-Network Inc.,NASDAQ,2015-11-20
ATNM,ACTINIUM PHARMS INC,NYSE MKT,2015-11-20
ATNY,API Technologies Corp.,NASDAQ,2015-11-20
ATO,Atmos Energy Corp.,NYSE,2015-11-20
ATOS,Atossa Genetics Inc.,NASDAQ,2015-11-20
ATR,AptarGroup Inc.,NYSE,2015-11-20
ATRA,Atara Biotherapeutics Inc,NASDAQ,2015-11-20
ATRC,AtriCure Inc.,NASDAQ,2015-11-20
ATRI,Atrion Corp.,NASDAQ,2015-11-20
ATRM,ATRM Holdings Inc,NASDAQ,2015-10-28
ATRO,Astronics Corp.,NASDAQ,2015-11-20
ATRS,Antares Pharma Inc.,NASDAQ,2015-11-20
ATSG,Air Transport Services Group Inc,NASDAQ,2015-11-20
ATTO,Atento SA,NYSE,2015-11-20
ATTU,Attunity Ltd.,NASDAQ,2015-11-20
ATU,Actuant Corp. Cl A,NYSE,2015-11-20
ATV,Acorn International Inc. ADS,NYSE,2015-11-20
ATVI,Activision Blizzard Inc.,NASDAQ,2015-11-20
ATW,Atwood Oceanics Inc.,NYSE,2015-11-20
AU,AngloGold Ashanti Ltd. ADS,NYSE,2015-11-20
AUBN,Auburn National Bancorp Inc.,NASDAQ,2015-11-20
AUDC,AudioCodes Ltd.,NASDAQ,2015-11-20
AUMA,AR Capital Acquisition Corp,NASDAQ,2015-11-19
AUMAU,AR Capital Acquisition Corp Unit 1 Com & 1/2 Wt Exp 10/06/2019,NASDAQ,2015-11-20
AUMAW,AR Capital Acquisition Corp Wt Exp 10/06/2019,NASDAQ,2015-11-19
AUMN,Golden Minerals Co.,NYSE MKT,2015-11-20
AUNZ,WisdomTree Australia & NZ Debt,NYSE Arca,2015-11-20
AUO,AU Optronics Corp. ADR (Sponsored),NYSE,2015-11-20
AUPH,AURINIA PHARMS INC,NASDAQ,2015-11-20
AUSE,WisdomTree Australia Dividend Fund,NYSE Arca,2015-11-20
AUY,Yamana Gold Inc.,NYSE,2015-11-20
AV,Aviva Plc (United Kingdom) ADR,NYSE,2015-11-20
AVA,Avista Corp.,NYSE,2015-11-20
AVAL,Grupo Aval Acciones Y Valores SA ADS (Sponsored),NYSE,2015-11-20
AVAV,AeroVironment Inc.,NASDAQ,2015-11-20
AVB,Avalonbay Communities Inc.,NYSE,2015-11-20
AVD,American Vanguard,NYSE,2015-11-20
AVEO,AVEO Pharmaceuticals Inc.,NASDAQ,2015-11-20
AVG,AVG Technologies,NYSE,2015-11-20
AVGO,Avago Technologies Limited,NASDAQ,2015-11-20
AVGR,Avinger Inc,NASDAQ,2015-11-20
AVH,Avianca Holdings SA ADR (Sponsored) Repstg Pfd Shs,NYSE,2015-11-20
AVHI,A V Homes Inc.,NASDAQ,2015-11-20
AVID,Avid Technology Inc.,NASDAQ,2015-11-20
AVK,Avnel Gold Mining Ltd,NYSE,2015-11-20
AVL,Avalon Rare Metals Inc.,NYSE MKT,2015-11-20
AVNU,Avenue Financial Holdings Inc.,NASDAQ,2015-11-20
AVNW,Aviat Networks Inc.,NASDAQ,2015-11-20
AVOL,Avolon Holdings Ltd,NYSE,2015-11-20
AVP,Avon Products Inc.,NYSE,2015-11-20
AVT,Avnet Inc,NYSE,2015-11-20
AVV,Aviva Plc (United Kingdom),NYSE,2015-11-20
AVX,AVX Corp.,NYSE,2015-11-20
AVXL,Anavex Life Sciences Corp,NASDAQ,2015-11-20
AVY,Avery Dennison Corp.,NYSE,2015-11-20
AWAY,HomeAway Inc.,NASDAQ,2015-11-20
AWF,AllianceBernstein Global High Income Fund,NYSE,2015-11-20
AWH,Allied World Assurance Co. Holdings,NYSE,2015-11-20
AWI,Armstrong World Industries Inc.,NYSE,2015-11-20
AWK,American Water Works Co Inc.,NYSE,2015-11-20
AWP,Alpine Global Premier Properties Fund,NYSE,2015-11-20
AWR,American States Water Co.,NYSE,2015-11-20
AWRE,Aware Inc. (MA),NASDAQ,2015-11-20
AWX,Avalon Holdings Corp.,NYSE MKT,2015-11-20
AXAS,Abraxas Petroleum Corporation,NASDAQ,2015-11-20
AXDX,Accelerate Diagnostics Inc,NASDAQ,2015-11-20
AXE,Anixter International Inc.,NYSE,2015-11-20
AXGN,Axogen Inc,NASDAQ,2015-11-20
AXJL,WisdomTree Asia Pacific ex-Japan,NYSE Arca,2015-11-20
AXJV,iShares Trust iShares MSCI  Asia ex Japan Minimum Volatility ETF,NYSE Arca,2015-11-20
AXL,American Axle & Manufacturing Holdings Inc.,NYSE,2015-11-20
AXLL,Axiall Corp,NYSE,2015-11-20
AXN,Aoxing Pharmaceutical Co. Inc.,NYSE MKT,2015-11-20
AXON,Axovant Sciences Ltd,NYSE,2015-11-20
AXP,American Express Co.,NYSE,2015-11-20
AXPW,Axion Power International Inc,NASDAQ,2015-11-20
AXPWW,Axion Power International Inc Wt Exp Cl A 10/24/2019,NASDAQ,2015-11-20
AXR,Amrep,NYSE,2015-11-20
AXS,AXIS Capital Holdings Ltd,NYSE,2015-11-20
AXS.P.C,AXIS Capital Holdings Ltd Pfd Ser C,NYSE,2015-11-20
AXS.P.D,AXIS Capital Holdings Ltd Pfd Ser D,NYSE,2015-11-20
AXSM,Axsome Therapeutics Inc,NASDAQ,2015-11-20
AXTA,Axalta Coating Systems Ltd,NYSE,2015-11-20
AXTI,AXT Inc,NASDAQ,2015-11-20
AXU,Alexco Resource Corp.,NYSE MKT,2015-11-20
AXX,Alderon Iron Ore Corp,NYSE MKT,2015-10-23
AYA,Amaya Inc,NASDAQ,2015-11-20
AYI,Acuity Brands Inc (Holding Company),NYSE,2015-11-20
AYR,Aircastle Ltd.,NYSE,2015-11-20
AYT,iPath GEMS Asia 8 ETN,NYSE Arca,2015-11-17
AZIA,Global X Central Asia and Mongolia Index ETF,NYSE Arca,2015-10-08
AZN,AstraZeneca Plc ADR (Sponsored),NYSE,2015-11-20
AZO,AutoZone Inc.,NYSE,2015-11-20
AZPN,Aspen Technology Inc.,NASDAQ,2015-11-20
AZUR,Azure Midstream Partners LP,NYSE,2015-11-20
AZZ,AZZ Inc,NYSE,2015-11-20
B,Barnes Group Inc.,NYSE,2015-11-20
BA,The Boeing Co.,NYSE,2015-11-20
BAA,Banro,NYSE MKT,2015-11-20
BAB,PowerShares Build America Bond ETF,NYSE Arca,2015-11-20
BABA,Alibaba Group Holding Ltd ADS (Sponsored),NYSE,2015-11-20
BABS,SPDR Nuveen Barclays Build Ame,NYSE Arca,2015-11-20
BABY,Natus Medical Incorporated,NASDAQ,2015-11-20
BAC,Bank of America Corp.,NYSE,2015-11-20
BAC.P.D,Bank of America Corp. Depositary Sh Repstg 1/1000 Pfd Ser D,NYSE,2015-11-20
BAC.P.E,Bank of America Corp. Depositary Sh Repstg 1/1000th Perp Pfd Ser E,NYSE,2015-11-20
BAC.P.I,Bank of America Corp. 6.625% Dep Shs (Each Repstg 1/1000th Pfd Ser I),NYSE,2015-11-20
BAC.P.L,Bank of America Corp. 7.25% Non-Cum Perp Conv Pfd Series L,NYSE,2015-11-20
BAC.P.W,Bank of America Corp. Dep Shs Repstg 1/1000th Pfd Ser W,NYSE,2015-11-20
BAC.P.Y,Bank of America Corp. Dep Shs Repstg 1/1000th Int Sh Non Cum 6.5% Pfd Stk Ser Y,NYSE,2015-11-20
BAC.P.Z,BAC Capital Trust VIII 6% Cap Secs,NYSE,2015-11-20
BAC.WS.A,BANK OF AMERICA  WARRANTS,NYSE,2015-11-20
BAC.WS.B,BANK OF AMERICA CORPORATION WARRANTS,NYSE,2015-11-20
BAF,BlackRock Muni Inc Inv Qty Tr Common,NYSE,2015-11-20
BAGR,Diversified Restaurant Holdings Inc.,NASDAQ,2015-11-06
BAH,Booz Allen Hamilton Holding Corp.,NYSE,2015-11-20
BAK,Braskem S A ADR (Sponsored) Repstg Pfd A,NYSE,2015-11-20
BAL,iPath® Bloomberg Cotton SubTR ETN,NYSE Arca,2015-11-20
BAM,Brookfield Asset Management Inc,NYSE,2015-11-20
BAMM,Books-A-Million Inc. ,NASDAQ,2015-11-20
BANC,Banc of California Inc,NYSE,2015-11-20
BANC.P.C,Banc of California Inc Dep Shs Repstg 1/40th Int Perp Pfd Ser C%,NYSE,2015-11-20
BANC.P.D,Banc of California Inc 7.375% Depositary Shs Repstg 1/40th Int Non Cum Perp Pfd Ser D,NYSE,2015-11-20
BANF,BancFirst Corp. (Oklahoma City OK),NASDAQ,2015-11-20
BANFP,BFC Capital Trust II Tr Pfd Secs %,NASDAQ,2015-11-20
BANR,Banner Corp.,NASDAQ,2015-11-20
BANX,StoneCastle Financial Corp,NASDAQ,2015-11-20
BAP,Credicorp Ltd.,NYSE,2015-11-20
BAS,Basic Energy Services,NYSE,2015-11-20
BASI,Bioanalytical Systems Inc.,NASDAQ,2015-11-20
BAX,Baxter International Inc.,NYSE,2015-11-20
BBBY,Bed Bath & Beyond Inc.,NASDAQ,2015-11-20
BBC,BioShares Biotechnology Clinical Trials Fund,NASDAQ,2015-11-20
BBCN,BBCN Bancorp Inc.,NASDAQ,2015-11-20
BBD,Banco Bradesco S.A. ADR Sponsored Repstg Pfd Shs New 2004,NYSE,2015-11-20
BBDO,Banco Bradesco S.A. ADR (Sponsored) Repstg Com Shs,NYSE,2015-11-20
BBEP,Breitburn Energy Partners LP,NASDAQ,2015-11-20
BBEPP,Breitburn Energy Partners LP 8.25% Cum Redeemable Perpetual Pfd Unit Ser A,NASDAQ,2015-11-20
BBF,BlackRock Municipal Income Inv Common,NYSE,2015-11-20
BBG,Bill Barrett Corp.,NYSE,2015-11-20
BBGI,Beasley Broadcast Group Inc,NASDAQ,2015-11-20
BBH,Market Vectors® Biotech ETF,NYSE Arca,2015-11-20
BBK,BlackRock Municipal Bond Trust,NYSE,2015-11-20
BBL,BHP Billiton PLC ADS,NYSE,2015-11-20
BBLU,Blue Earth Inc.,NASDAQ,2015-11-20
BBN,BlackRock Build America Bond Trust,NYSE,2015-11-20
BBOX,Black Box Corp. (DE),NASDAQ,2015-11-20
BBP,BioShares Biotechnology Products Fund,NASDAQ,2015-11-20
BBRC,EGShares Beyond BRICs ETF,NYSE Arca,2015-11-20
BBRG,Bravo Brio Restaurant Group Inc.,NASDAQ,2015-11-20
BBRY,BlackBerry Ltd,NASDAQ,2015-11-20
BBSI,Barrett Business Services Inc.,NASDAQ,2015-11-20
BBT,BB&T Corp.,NYSE,2015-11-20
BBT.P.D,BB&T Corp. Dep Shs Repstg 1/1000th Perp Pfd Ser D,NYSE,2015-11-20
BBT.P.E,BB&T Corp. Dep Shs Repstg 1/1000th Perp Pfd Ser E,NYSE,2015-11-20
BBT.P.F,BB&T Corp. Dep Shs Repstg 1/1000 Int Ser F Perpetual Pfd,NYSE,2015-11-20
BBT.P.G,BB&T Corp. Dep Shs Repstg 1/1000 Perp Pfd Ser G,NYSE,2015-11-20
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR (Sponsored),NYSE,2015-11-20
BBW,Build-A-Bear Workshop,NYSE,2015-11-20
BBX,BBX Capital Corp,NYSE,2015-11-20
BBY,Best Buy Co. Inc.,NYSE,2015-11-20
BC,Brunswick Corp.,NYSE,2015-11-20
BCA,CorpBanca S.A. ADS,NYSE,2015-11-20
BCBP,BCB Bancorp Inc,NASDAQ,2015-11-20
BCC,Boise Cascade Company,NYSE,2015-11-20
BCE,BCE Inc.,NYSE,2015-11-20
BCEI,Bonanza Creek Energy,NYSE,2015-11-20
BCH,Banco de Chile ADS,NYSE,2015-11-20
BCHP,EGA Emerging Global Shares Trust EGShares Blue Chip ETF,NYSE Arca,2015-10-30
BCLI,Brainstorm Cell Therapeutics Inc,NASDAQ,2015-11-20
BCM,iPath Pure Beta Broad Commodity ETN,NYSE Arca,2015-11-20
BCO,The Brinks Company,NYSE,2015-11-20
BCOM,B Communications Ltd.,NASDAQ,2015-11-20
BCOR,Blucora Inc.,NASDAQ,2015-11-20
BCOV,Brightcove Inc.,NASDAQ,2015-11-20
BCPC,Balchem Corp.,NASDAQ,2015-11-20
BCR,Bard (C.R.) Inc.,NYSE,2015-11-20
BCRH,Blue Capital Reinsurance Holdings Ltd,NYSE,2015-11-20
BCRX,BioCryst Pharmaceuticals Inc.,NASDAQ,2015-11-20
BCS,Barclays PLC ADS,NYSE,2015-11-20
BCS.P,Barclays Bank Plc ADR Ser 2 Repstg Pref Shs Ser 2,NYSE,2015-11-20
BCS.P.A,Barclays Bank Plc 7.1% ADR (Sponsored) Repstg Callable Dollar Pref Shs Ser 3,NYSE,2015-11-20
BCS.P.C,Barclays Bank Plc 7.750% Sponsored ADS Ser 4 Pref Shs,NYSE,2015-11-20
BCS.P.D,Barclays Bank Plc ADR (Sponsored) Pref Shs Ser 5,NYSE,2015-11-20
BCV,Bancroft Fund Ltd.,NYSE MKT,2015-11-20
BCX,BlackRock Resources & Commodities Strategy Trust,NYSE,2015-11-20
BDAT,FactorShares Trust PureFunds ISE Big Data ETF,NYSE Arca,2015-11-20
BDBD,Boulder Brands Inc.,NASDAQ,2015-11-20
BDC,Belden,NYSE,2015-11-20
BDCL,2ILeveraged Long E-TRACS Linked to Wells Fargo Business Development Co. Index 05,NYSE Arca,2015-11-20
BDCS,UBS AG (Jersey Branch) Exchange Traded Access Secs Lkd Wells Fargo Business Development Co Index 04/26/2041,NYSE Arca,2015-11-20
BDCV,BDCA Venture Inc,NASDAQ,2015-11-20
BDCZ,BDCZ,NYSE Arca,2015-11-17
BDD,DB Base Metals Double Long ETN,NYSE Arca,2015-11-20
BDE,Black Diamond Inc,NASDAQ,2015-11-20
BDG,DB Base Metals Long ETN,NYSE Arca,2015-11-16
BDGE,Bridge Bancorp Inc. (Bridgehampton NY),NASDAQ,2015-11-20
BDJ,BlackRock Enhanced Equity Div Common,NYSE,2015-11-20
BDL,Flanigan's Enterprises,NYSE MKT,2015-11-19
BDMS,Birner Dental Management Services Inc.,NASDAQ,2015-11-20
BDN,Brandywine Realty Trust,NYSE,2015-11-20
BDN.P.E,Brandywine Realty Trust Pfd.,NYSE,2015-11-19
BDR,Blonder Tongue Laboratories Inc.,NYSE MKT,2015-11-20
BDSI,BioDelivery Sciences International Inc.,NASDAQ,2015-11-20
BDX,Becton Dickinson & Co.,NYSE,2015-11-20
BEAT,CardioNet Inc.,NASDAQ,2015-11-20
BEAV,B/E Aerospace Inc,NASDAQ,2015-11-20
BEBE,bebe stores inc.,NASDAQ,2015-11-20
BECN,Beacon Roofing Supply Inc.,NASDAQ,2015-11-20
BEE,Strategic Hotels & Resorts Inc.,NYSE,2015-11-20
BEL,Belmond Ltd,NYSE,2015-11-20
BELFA,Bel Fuse Inc.,NASDAQ,2015-11-20
BELFB,Bel Fuse Inc.,NASDAQ,2015-11-20
BEN,Franklin Resources Inc.,NYSE,2015-11-20
BEP,Brookfield Renewable Energy Partners LP Units,NYSE,2015-11-20
BERY,Berry Plastics Group,NYSE,2015-11-20
BETR,Amplify Snack Brands Inc,NYSE,2015-11-20
BF.A,Brown-Forman Corp.,NYSE,2015-11-20
BF.B,Brown-Forman Corp.,NYSE,2015-11-20
BFAM,Bright Horizons Family Solutions,NYSE,2015-11-20
BFIN,BankFinancial Corp,NASDAQ,2015-11-20
BFK,BlackRock Municipal Income Trust,NYSE,2015-11-20
BFO,Blackrock Florida Municipal 2020 Term Trust,NYSE,2015-11-20
BFOR,Barrons 400 ETF,NYSE Arca,2015-11-20
BFR,BBVA Banco Frances S.A. (Argentina) ADR (Sponsored),NYSE,2015-11-20
BFS,Saul Centers Inc.,NYSE,2015-11-20
BFS.P.C,Saul Centers Inc,NYSE,2015-11-20
BFY,BlackRock New York Municipal Income Trust II,NYSE MKT,2015-11-20
BFZ,BlackRock California Municipal Income Trust,NYSE,2015-11-20
BG,Bunge Ltd.,NYSE,2015-11-20
BGB,Blackstone / GSO Strategic Credit Fund,NYSE,2015-11-20
BGC,General Cable Corp. (DE),NYSE,2015-11-20
BGCA,BGC Partners Inc. 8.125% Sr Nt 06/15/2042,NYSE,2015-11-20
BGCP,BGC Partners Inc.,NASDAQ,2015-11-20
BGE.P.B,BGE Capital Trust II 6.2% Trust Pfd. Secs,NYSE,2015-11-20
BGFV,Big 5 Sporting Goods Corp,NASDAQ,2015-11-20
BGG,Briggs & Stratton Corp.,NYSE,2015-11-20
BGH,Babson Capital Global Short Duration High Yield Fund,NYSE,2015-11-20
BGI,Birks Group Inc,NYSE MKT,2015-11-20
BGR,BlackRock Energy & Resources Common,NYSE,2015-11-20
BGS,B&G Foods Inc,NYSE,2015-11-20
BGSF,BG Staffing Inc,NYSE MKT,2015-11-20
BGT,BlackRock Floating Rate Inc Tr Common,NYSE,2015-11-20
